username,job_titles,skills
abhinav-mishra-1442761a,"[assistant vice president,general manager,senior manager (head) estate management , security operations , infra,cso - mp,manager -security,security operations]","[security,security operations,vendor management,telecommunications,security management,security audits,physical security,operations management,risk assessment,mis,business continuity,corporate security,risk management,access control,crisis management,cctv,surveillance,emergency management,private investigations,project planning,security training,executive protection,security awareness,facilities management,information security management,system administration,fraud,protection,vulnerability assessment,investigation,closed-circuit television (cctv),loss prevention,operational risk management,fraud investigations,business continuity planning,asset protection,fraud and risk mitigation,company nodal officer for environment, health & safety compliance,leadership,management,team leadership,team management,business strategy,business development]"
abhinav-pawan-98011a8b,[intern],"[python (programming language),c++,sql,mechanical engineering,crashworthiness,microsoft excel]"
abhinav-porwal,"[summer research intern ,secretary,student mentor & core team member,software engineer]","[algorithms,c++,research,data structures]"
abhinav-puranam-2981181a4,[search engine optimization analyst],"[english,engineering,problem solving,presentations,cybersecurity,research,leadership]"
abhinav-purohit-107a0072,"[manager - operation excellence,lead - operations,assistant manager - operations,associate program manager,engagement manager,associate,business analyst,business development manager]","[programming,engineering,r,analytics,operations management,c++,mysql,data analysis,microsoft excel,microsoft office,business analysis,project management]"
abhinav-raut,"[software developer,software developer]","[core java,android,amazon web services (aws),linux,c++,sql,java,javascript,python (programming language)]"
abhinav-relan-120504149,"[data scientist,training,data science,decision scientist]","[data science,machine learning,business analytics,data visualization,analytics,data mining,management consulting,artificial intelligence (ai),r ,tableau,core java,microsoft power bi,postgresql,problem solving,data analytics,programming languages,predictive analytics,hypothesis testing,database management system (dbms),business insights,c,c++,sql,mysql,python,data structures,microsoft excel,microsoft office,business analysis,python (programming language)]"
abhinav-s-185652b1,"[talent acquisition specialist,senior talent acquisition specialist,senior talent acquisition specialist]","[negotiation,job description development,technical recruiting,employer branding,internet recruiting,recruiting,sourcing,interviewing]"
abhinav-sachdev-1407,"[assistant manager - digital marketing ,digital marketing specialist,senior business analyst - digital marketing,business analyst - digital marketing,marketing and design associate,marketing & graphics design intern,content writing & graphic design intern]","[marketing strategy,media planning,campaign management,facebook marketing,digital marketing,digital strategy,strategic planning,google analytics,marketing,communication,microsoft excel,microsoft office]"
abhinav-seth-b65776110,[sales manager],"[sales,leadership,management,data analysis,business development]"
abhinav-sharma-17586a58,"[co-founder,senior manager - conversions,manager - strategy & operations,co-founder,product,product,senior campaign manager,mba student,product manager]","[media planning,marketing strategy,advertising,digital marketing,digital strategy,media buying,digital media,branding,social media marketing,marketing communications,online advertising,social media,integrated marketing,marketing]"
abhinav-sharma-23a3a07,"[consultant- cognizant business consulting insurance,associate consultant - cognizant business consulting,dy claims manager,sr. loss adjuster,trainee - loss adjustnig,engg. trainee,(sr.) manager consulting - product owner and lead ba,product owner,senior data management consultant,senior consultant,sr. data consultant,summer intern]","[insurance domain,requirements management,process n management consulting - domain,insurance,risk management,commercial insurance,financial risk,management consulting,requirements gathering,requirements analysis,claim,management,analysis,commercial claims,business process improvement,business process,loss mitigation,risk based inspection,business analysis,business requirements,sdlc,consulting,team management,gap analysis,data modeling,etl,enterprise architecture,metadata management,property & casualty insurance,data visualization,erwin,business intelligence (bi),leadership,process improvement,change management,data governance,mdm,ibm governance catalogue,product design,digital transformation,agile methodologies]"
abhinav-sharma-79935115,"[vice president sales,vice president corporate strategy,consultant/case team leader,senior associate consultant,associate consultant,deputy vice president corporate strategy,analyst/senior analyst,vice president - growth]","[business process improvement,sas,financial analysis,analysis,entrepreneurship,program management,competitive intelligence,product management,business planning,management consulting,strategy,financial modeling,consulting,competitive analysis,analytics,market entry,due diligence,strategic consulting,data analysis,market research,business analysis,business strategy,project management,business development]"
abhinav-shrivastava-8a313654,"[customer support team lead,subject matter expert,customer service representative,sr. relationship executive,business development officer]","[windows,analysis,jsp,information technology,c++ language,strategic planning,online lead generation,customer retention,customer support,customer service management,team motivation,html,teamwork,marketing,leadership,market research,microsoft excel,team leadership,team management,customer service,business analysis,business development,microsoft powerpoint]"
